Model,Jaw,Fragment,Points,PCA Window Start,PCA Window End,Nominal Overlap
model_01,upper,0,58570,-30.80648317769983,-2.246019206997815,0.6
model_01,upper,1,39714,-19.38229758941902,9.178166381282992,0.6
model_01,upper,2,39405,-7.958112001138215,20.6023519695638,0.6
model_01,upper,3,56209,3.466073587142592,32.02653755784461,0.6
